ticket_id,ticket_text,priority,ticket_text_clean
2001974,"kindly investigate, A user is unable to open a specific certificates in the outward workflow service. Other users and functions appear to be working normally. Please advise.",Medium,kindly investigate a user is unable to open a specific certificates in the outward workflow service other users and functions appear to be working normally please advise
2002481,Please improve the spacing of fields on the SFTP service form. The current form works but the layout could be cleaner. Kindly check and update.,Low,please improve the spacing of fields on the sftp service form the current form works but the layout could be cleaner kindly check and update
2001944,"kindly investigate, The SFTP service is not displaying a field correctly for a small group of users. Please check the configuration and advise. Attached are the relevant details.",Medium,kindly investigate the sftp service is not displaying a field correctly for a small group of users please check the configuration and advise attached are the relevant details
2001498,The approval workflow in the reporting portal is not behaving correctly for one branch. The approve action is missing or returns an error for affected records. Kindly check and update.,High,the approval workflow in the reporting portal is not behaving correctly for one branch the approve action is missing or returns an error for affected records kindly check and update
2001268,"kindly investigate, The outward workflow service is showing incorrect status for some payment files. Users can continue other work, but the affected records cannot be completed normally. Thanks.",High,kindly investigate the outward workflow service is showing incorrect status for some payment files users can continue other work but the affected records cannot be completed normally thanks
2001338,"please assist, Users in the operations team are unable to complete clearing messages in the core banking system. A failed status is shown and the issue is affecting normal work.",High,please assist users in the operations team are unable to complete clearing messages in the core banking system a failed status is shown and the issue is affecting normal work
2000996,"The reporting portal is intermittently unavailable to all branches. Repeated attempts to process batches fail with a authentication error, creating a serious operational impact.",Highest,the reporting portal is intermittently unavailable to all branches repeated attempts to process batches fail with a authentication error creating a serious operational impact
2001079,"please assist, An integration issue is causing selected branches to fail between the card management system and another service. The problem is repeatable for affected requests. Regards.",High,please assist an integration issue is causing selected branches to fail between the card management system and another service the problem is repeatable for affected requests regards
1005100,"qr is generated by merchant, but when customers try to scan, it returns invalid qr message url: ph_link ph_technical ph_path .view ph_path",High,qr is generated by merchant but when customers try to scan it returns invalid qr message url ph_link ph_technical ph_path view ph_path
1005097,"dear team please update us on the below. gentle reminder thank you dear, will confirm back to you asap please see screenshot attached from the ph_technical test environment greetings regarding the screenshot, yes the message shows when trying to scan more than 5. regarding flush cache this is to be done in test or live? greetings flush cash was done on test environment , local repository was cleared and test was performed, and we found the same issue is there. can only scan 5 ph_items per batch. greetings we are ready regards, greetings what about now ph_technical greetings what about now ph_technical greetings we are ready regards, greetings we are ready for the test tomorrow at 1pm. regards, greetings we are ready for the test tomorrow at 1pm. regards, greetings we are waiting for you. regards, greetings please go ahead with the change and ensure to commit the change in the correct schema. greetings please confirm once you apply the update on the production. greetings we have done testing yesterday with ph_user and it was successful. greetings why was the ticket resolved when we didn't get confirmation if the solution was applied in our production. thank you noted appreciate action asap thank you noted appreciate action asap greetings thank you for your support the below issue has been resolved. best regards, the number of ph_item is limited to 5 ph_items per batch when ph_technical scanning, it used to be up to ph_technical ph_items per batch, please advise on the configuration, see the attached message from the system when scanning more than 5 ph_items per batch.",Medium,dear team please update us on the below gentle reminder thank you dear will confirm back to you asap please see screenshot attached from the ph_technical test environment greetings regarding the screenshot yes the message shows when trying to scan more than 5 regarding flush cache this is to be done in test or live greetings flush cash was done on test environment local repository was cleared and test was performed and we found the same issue is there can only scan 5 ph_items per batch greetings we are ready regards greetings what about now ph_technical greetings what about now ph_technical greetings we are ready regards greetings we are ready for the test tomorrow at 1pm regards greetings we are ready for the test tomorrow at 1pm regards greetings we are waiting for you regards greetings please go ahead with the change and ensure to commit the change in the correct schema greetings please confirm once you apply the update on the production greetings we have done testing yesterday with ph_user and it was successful greetings why was the ticket resolved when we didn t get confirmation if the solution was applied in our production thank you noted appreciate action asap thank you noted appreciate action asap greetings thank you for your support the below issue has been resolved best regards the number of ph_item is limited to 5 ph_items per batch when ph_technical scanning it used to be up to ph_technical ph_items per batch please advise on the configuration see the attached message from the system when scanning more than 5 ph_items per batch
2001971,we need your support: A user receives a unexpected response while performing a specific action in the card management system. The rest of the application is available.,Medium,we need your support a user receives a unexpected response while performing a specific action in the card management system the rest of the application is available
2000251,The mobile banking application is rejecting every request with a queue timeout. The failure affects the operations team across the live environment and there is no alternative process available. Please advise.,Blocker,the mobile banking application is rejecting every request with a queue timeout the failure affects the operations team across the live environment and there is no alternative process available please advise
2001412,"dears, Users in all users are unable to complete payment files in the teller application. A processing error is shown and the issue is affecting normal work. Please advise.",High,dears users in all users are unable to complete payment files in the teller application a processing error is shown and the issue is affecting normal work please advise
2001790,"greetings, One branch reported that a specific payments is not appearing correctly in the reporting portal. Other branches have not reported the same issue. Regards.",Medium,greetings one branch reported that a specific payments is not appearing correctly in the reporting portal other branches have not reported the same issue regards
1004761,"greetings kindly we need to provide us with incident report for this issue asap. and explain what do you need from ph_technical team. regards any update dears, kindly any update for ph_name side points below. regards dears, kindly any update for ph_name side points below. regards greetings you find the requested inside the shared sftp . regards greetings kindly find attached log for today failed transactions. regards greetings kindly we need your support ,we have over that ph_technical transaction stuck on status ph_technical approve as attached. regards greetings kindly find attached the payments that stuck on ph_technical and positive pay ,and the logs for the  ph_user . so please check and advise how to permanently fix this issue. regards greetings i'm not able to reach you , please check the attached screenshot, all transaction failed after 1 am. regards greetings kindly find below the transactions id that stuck as positive pay and aml approve ph_technical we need to process these transactions asap. regards greetings kindly any update. greetings this is urgent , we have also ph_technical transaction with status ph_technical failed and the reset button not found, we need also to fix these transactions. regards greetings kindly find below the new id : ph_technical greetings this update for the first ph_technical  ph_user  we need also the ph_technical transaction. regards ok, thanks greetings kindly note that we test normal scenario and received  ph_user  from other bank and the system work fine. so we need to deploy it on production ,we need description for this change to deploy it. regards greetings kindly we need a select statement to extract all payments that submit by resend button for ph_technical ph_path . regards greetings any update. regards greetings kindly find attached the excel, about the stuck  ph_user  until now there is no stuck  ph_user  . regards greetings kindly find attached old  ph_user  that we need to return it to manual handling . dears, kindly your support to check why the system stop sending the request to core that cause the transaction to be failed. check the attached logs",Highest,greetings kindly we need to provide us with incident report for this issue asap and explain what do you need from ph_technical team regards any update dears kindly any update for ph_name side points below regards dears kindly any update for ph_name side points below regards greetings you find the requested inside the shared sftp regards greetings kindly find attached log for today failed transactions regards greetings kindly we need your support we have over that ph_technical transaction stuck on status ph_technical approve as attached regards greetings kindly find attached the payments that stuck on ph_technical and positive pay and the logs for the ph_user so please check and advise how to permanently fix this issue regards greetings i m not able to reach you please check the attached screenshot all transaction failed after 1 am regards greetings kindly find below the transactions id that stuck as positive pay and aml approve ph_technical we need to process these transactions asap regards greetings kindly any update greetings this is urgent we have also ph_technical transaction with status ph_technical failed and the reset button not found we need also to fix these transactions regards greetings kindly find below the new id ph_technical greetings this update for the first ph_technical ph_user we need also the ph_technical transaction regards ok thanks greetings kindly note that we test normal scenario and received ph_user from other bank and the system work fine so we need to deploy it on production we need description for this change to deploy it regards greetings kindly we need a select statement to extract all payments that submit by resend button for ph_technical ph_path regards greetings any update regards greetings kindly find attached the excel about the stuck ph_user until now there is no stuck ph_user regards greetings kindly find attached old ph_user that we need to return it to manual handling dears kindly your support to check why the system stop sending the request to core that cause the transaction to be failed check the attached logs
1006331,search filter not working properly on ph_name ui.,High,search filter not working properly on ph_name ui
2002134,A minor formatting issue is visible in the mobile banking application report. The data and processing are correct. Thanks.,Low,a minor formatting issue is visible in the mobile banking application report the data and processing are correct thanks
2000529,"kindly investigate, Multiple reports are stuck in core banking system with a failed status. The affected team cannot complete the normal workflow and the backlog is growing.",Highest,kindly investigate multiple reports are stuck in core banking system with a failed status the affected team cannot complete the normal workflow and the backlog is growing
2002214,"please check, Please change the order of two fields on the clearing module screen to make the page easier to read. Please advise.",Low,please check please change the order of two fields on the clearing module screen to make the page easier to read please advise
2000859,"dears, Transactions are being rejected by the clearing module for one user. Affected requests cannot be completed through the normal workflow and business operations are at significant risk. Kindly check and update.",Highest,dears transactions are being rejected by the clearing module for one user affected requests cannot be completed through the normal workflow and business operations are at significant risk kindly check and update
2001889,"dears, Please investigate why one business roles is showing an unexpected status in the internet banking portal. The issue does not affect other records. Please advise.",Medium,dears please investigate why one business roles is showing an unexpected status in the internet banking portal the issue does not affect other records please advise
1008131,"kindly close the ticket and we will follow up with  ph_user in ph_technical messages, sender mobile inactive shown in reason code for the below customer noting the account status is approved, ph_technical ph_technical",High,kindly close the ticket and we will follow up with ph_user in ph_technical messages sender mobile inactive shown in reason code for the below customer noting the account status is approved ph_technical ph_technical
2002428,we need your support: The date format on one report in the clearing module is inconsistent with the other reports. Please correct the presentation. Please advise.,Low,we need your support the date format on one report in the clearing module is inconsistent with the other reports please correct the presentation please advise
2002248,Please improve the spacing of fields on the outward workflow service form. The current form works but the layout could be cleaner. Kindly check and update.,Low,please improve the spacing of fields on the outward workflow service form the current form works but the layout could be cleaner kindly check and update
2000460,The internet banking portal is rejecting every request with a internal server error. The failure affects one branch across production and there is no alternative process available. Please advise.,Blocker,the internet banking portal is rejecting every request with a internal server error the failure affects one branch across production and there is no alternative process available please advise
1006150,"dear support team any update please regards dear progress soft support team regard ticket (ph_technical) that opened before please note that we try to follow up all the steps that provided earlier to step up the  ph_user  link for the edge browser regard the end of life for the ie is in next june , we face the following error 1- while open the image capture screen the page open as while page . 2- the edge browser while open the  ph_user  link is requested to install the ph_technical program note that this program is already installed waiting you kindly feedback regards",Medium,dear support team any update please regards dear progress soft support team regard ticket ph_technical that opened before please note that we try to follow up all the steps that provided earlier to step up the ph_user link for the edge browser regard the end of life for the ie is in next june we face the following error 1 while open the image capture screen the page open as while page 2 the edge browser while open the ph_user link is requested to install the ph_technical program note that this program is already installed waiting you kindly feedback regards
2000841,"dears, Multiple approval requests are stuck in core banking system with a connection timeout. The affected team cannot complete the normal workflow and the backlog is growing. Regards.",Highest,dears multiple approval requests are stuck in core banking system with a connection timeout the affected team cannot complete the normal workflow and the backlog is growing regards
2001049,"we need your support: A report in the mobile banking application is failing to generate for a small group of users. Other functions remain available, but the affected report is required for daily work. Kindly check and update.",High,we need your support a report in the mobile banking application is failing to generate for a small group of users other functions remain available but the affected report is required for daily work kindly check and update
2002390,we need your support: Please update the display text for payment files in the teller application. There is no functional impact. Attached are the relevant details.,Low,we need your support please update the display text for payment files in the teller application there is no functional impact attached are the relevant details
2001633,The internet banking portal displays an incorrect result when a user searches for batches. The expected record appears later in the results. Regards.,Medium,the internet banking portal displays an incorrect result when a user searches for batches the expected record appears later in the results regards
2000976,The mobile banking application is processing payment files incorrectly in the branch environment. Several requests have reached an invalid status and require intervention before they can continue.,Highest,the mobile banking application is processing payment files incorrectly in the branch environment several requests have reached an invalid status and require intervention before they can continue
2002005,"greetings, Please adjust the alignment of a label on the teller application screen. The function works correctly. Thanks.",Low,greetings please adjust the alignment of a label on the teller application screen the function works correctly thanks
2000206,we need your support: All branches are reporting failures when using the inward workflow service. No clearing messages can be completed and the business is unable to continue normal processing. Kindly check and update.,Blocker,we need your support all branches are reporting failures when using the inward workflow service no clearing messages can be completed and the business is unable to continue normal processing kindly check and update
1005547,greetings please find attached the logs greetings please find attached the logs dear team we observed delay in processing ph_items in ph_technical request export. its taking around 5 to 10 mins to move the ph_items ph_technical please advise,High,greetings please find attached the logs greetings please find attached the logs dear team we observed delay in processing ph_items in ph_technical request export its taking around 5 to 10 mins to move the ph_items ph_technical please advise
1005433,"confirm. aim ready, you can connect now. dear  ph_user can we do it today on 02:15 pm? confirm dear ph_name ready to connect now confirm confirm confirm dear  ph_user thanks a lot for your efforts, we will reply to you soon. dear  ph_user the fix didnt work correctly because the status for ph_item is ph_technical and the balance for account is insufficient and reason for ph_item is accepted and the color for ph_item is green not red. see the attachment dear  ph_user we need to solve this issue asap to resume test and test other issue. confirm to do it now. dears kindly note that the overdraft service didn't work correctly because there is many ph_items for customer has credit balance and still in branch manager ph_technical verified page. this case appear clearly when big ph_item volume.",High,confirm aim ready you can connect now dear ph_user can we do it today on 02 15 pm confirm dear ph_name ready to connect now confirm confirm confirm dear ph_user thanks a lot for your efforts we will reply to you soon dear ph_user the fix didnt work correctly because the status for ph_item is ph_technical and the balance for account is insufficient and reason for ph_item is accepted and the color for ph_item is green not red see the attachment dear ph_user we need to solve this issue asap to resume test and test other issue confirm to do it now dears kindly note that the overdraft service didn t work correctly because there is many ph_items for customer has credit balance and still in branch manager ph_technical verified page this case appear clearly when big ph_item volume
2001710,"please assist, A report in the payment gateway takes longer than expected to load for some users. Normal processing can continue while this is investigated. Please advise.",Medium,please assist a report in the payment gateway takes longer than expected to load for some users normal processing can continue while this is investigated please advise
1005913,ph_name production site not working for below link ph_link,Highest,ph_name production site not working for below link ph_link
2001100,"greetings, The approval workflow in the reporting portal is not behaving correctly for one branch. The approve action is missing or returns an error for affected records. Kindly check and update.",High,greetings the approval workflow in the reporting portal is not behaving correctly for one branch the approve action is missing or returns an error for affected records kindly check and update
2001265,"kindly investigate, Some user profiles are being rejected by the reporting portal even though similar requests succeed. Please investigate the validation or integration error. Attached are the relevant details.",High,kindly investigate some user profiles are being rejected by the reporting portal even though similar requests succeed please investigate the validation or integration error attached are the relevant details
2000103,"please check, A failure in the payment gateway is preventing multiple branches from processing any scanned checks in the DR environment. The issue started suddenly and affects the whole operation. Kindly check and update.",Blocker,please check a failure in the payment gateway is preventing multiple branches from processing any scanned checks in the dr environment the issue started suddenly and affects the whole operation kindly check and update
2000634,"please check, An integration between the payment gateway and the downstream service is failing. user profiles are not being transferred correctly and the issue is affecting several teams. Please advise.",Highest,please check an integration between the payment gateway and the downstream service is failing user profiles are not being transferred correctly and the issue is affecting several teams please advise
2000044,"we need your support: The teller application became inaccessible after a service failure. Every attempted statements operation fails for all users, leaving the business process stopped. Regards.",Blocker,we need your support the teller application became inaccessible after a service failure every attempted statements operation fails for all users leaving the business process stopped regards
2002058,"greetings, Please remove an unused option from a dropdown in the card management system. Existing processing is not affected. Kindly check and update.",Low,greetings please remove an unused option from a dropdown in the card management system existing processing is not affected kindly check and update
1009057,dears we need to add the ph_name branch to ph_technical,High,dears we need to add the ph_name branch to ph_technical
2001332,"kindly investigate, A report in the branch application is failing to generate for all branches. Other functions remain available, but the affected report is required for daily work. Thanks.",High,kindly investigate a report in the branch application is failing to generate for all branches other functions remain available but the affected report is required for daily work thanks
2001563,Please investigate why one business roles is showing an unexpected status in the card management system. The issue does not affect other records.,Medium,please investigate why one business roles is showing an unexpected status in the card management system the issue does not affect other records
2001801,"please assist, A minor workflow issue is affecting one step of the payment gateway. Users can complete the process by following an alternative step. Regards.",Medium,please assist a minor workflow issue is affecting one step of the payment gateway users can complete the process by following an alternative step regards
2000459,"please assist, The archive module is rejecting every request with a validation error. The failure affects all tellers across the test environment and there is no alternative process available. Regards.",Blocker,please assist the archive module is rejecting every request with a validation error the failure affects all tellers across the test environment and there is no alternative process available regards
2000995,"please assist, A major issue in the authentication service is causing clearing messages to fail for the operations team in UAT. The process is severely disrupted and needs immediate investigation. Regards.",Highest,please assist a major issue in the authentication service is causing clearing messages to fail for the operations team in uat the process is severely disrupted and needs immediate investigation regards
2000041,"please check, The production outward workflow service has stopped responding. the operations team cannot complete customer-facing transactions and the business process is fully blocked.",Blocker,please check the production outward workflow service has stopped responding the operations team cannot complete customer facing transactions and the business process is fully blocked
2000085,"kindly investigate, The internet banking portal is rejecting every request with a unexpected response. The failure affects the operations team across the live environment and there is no alternative process available.",Blocker,kindly investigate the internet banking portal is rejecting every request with a unexpected response the failure affects the operations team across the live environment and there is no alternative process available
2000630,"dears, Multiple transactions are stuck in AML screening service with a failed status. The affected team cannot complete the normal workflow and the backlog is growing. Kindly check and update.",Highest,dears multiple transactions are stuck in aml screening service with a failed status the affected team cannot complete the normal workflow and the backlog is growing kindly check and update
2002433,Please update the display text for business roles in the inward workflow service. There is no functional impact.,Low,please update the display text for business roles in the inward workflow service there is no functional impact
2001740,"please assist, Please investigate why one customer records is showing an unexpected status in the internet banking portal. The issue does not affect other records.",Medium,please assist please investigate why one customer records is showing an unexpected status in the internet banking portal the issue does not affect other records
2002421,Please adjust the alignment of a label on the payment gateway screen. The function works correctly. Thanks.,Low,please adjust the alignment of a label on the payment gateway screen the function works correctly thanks
2000880,"dears, An integration between the core banking system and the downstream service is failing. customer records are not being transferred correctly and the issue is affecting several teams.",Highest,dears an integration between the core banking system and the downstream service is failing customer records are not being transferred correctly and the issue is affecting several teams
2000197,"greetings, All branches are reporting failures when using the SFTP service. No transactions can be completed and the business is unable to continue normal processing. Kindly check and update.",Blocker,greetings all branches are reporting failures when using the sftp service no transactions can be completed and the business is unable to continue normal processing kindly check and update
2000591,"dears, A major issue in the mobile banking application is causing branches to fail for one user in the test environment. The process is severely disrupted and needs immediate investigation. Attached are the relevant details.",Highest,dears a major issue in the mobile banking application is causing branches to fail for one user in the test environment the process is severely disrupted and needs immediate investigation attached are the relevant details
2002253,"kindly investigate, Please improve the spacing of fields on the inward workflow service form. The current form works but the layout could be cleaner. Thanks.",Low,kindly investigate please improve the spacing of fields on the inward workflow service form the current form works but the layout could be cleaner thanks
2000930,"kindly investigate, An integration between the payment gateway and the downstream service is failing. reports are not being transferred correctly and the issue is affecting several teams. Thanks.",Highest,kindly investigate an integration between the payment gateway and the downstream service is failing reports are not being transferred correctly and the issue is affecting several teams thanks
2002339,we need your support: The card management system contains a spelling mistake in a non-critical label. Please correct it when convenient. Attached are the relevant details.,Low,we need your support the card management system contains a spelling mistake in a non critical label please correct it when convenient attached are the relevant details
2002129,"please assist, Please change the order of two fields on the internet banking portal screen to make the page easier to read.",Low,please assist please change the order of two fields on the internet banking portal screen to make the page easier to read
2002359,A minor formatting issue is visible in the archive module report. The data and processing are correct. Please advise.,Low,a minor formatting issue is visible in the archive module report the data and processing are correct please advise
2001838,The teller application displays an incorrect result when a user searches for clearing messages. The expected record appears later in the results. Please advise.,Medium,the teller application displays an incorrect result when a user searches for clearing messages the expected record appears later in the results please advise
2002054,"kindly investigate, Please improve the spacing of fields on the internet banking portal form. The current form works but the layout could be cleaner. Regards.",Low,kindly investigate please improve the spacing of fields on the internet banking portal form the current form works but the layout could be cleaner regards
2000625,"greetings, The core banking system is returning incorrect results for scanned checks in production. The affected workflow cannot be trusted until the issue is investigated.",Highest,greetings the core banking system is returning incorrect results for scanned checks in production the affected workflow cannot be trusted until the issue is investigated
2001886,"kindly investigate, Please investigate why one reports is showing an unexpected status in the teller application. The issue does not affect other records. Regards.",Medium,kindly investigate please investigate why one reports is showing an unexpected status in the teller application the issue does not affect other records regards
2001162,"kindly investigate, The archive module is not receiving some approval requests from the upstream service. The missing records need to be investigated and reprocessed. Kindly check and update.",High,kindly investigate the archive module is not receiving some approval requests from the upstream service the missing records need to be investigated and reprocessed kindly check and update
2001256,"kindly investigate, Users in all users are unable to complete transactions in the branch application. A queue timeout is shown and the issue is affecting normal work.",High,kindly investigate users in all users are unable to complete transactions in the branch application a queue timeout is shown and the issue is affecting normal work
2001903,"dears, A user receives a service unavailable error while performing a specific action in the inward workflow service. The rest of the application is available. Kindly check and update.",Medium,dears a user receives a service unavailable error while performing a specific action in the inward workflow service the rest of the application is available kindly check and update
2001418,"A report in the internet banking portal is failing to generate for all branches. Other functions remain available, but the affected report is required for daily work. Regards.",High,a report in the internet banking portal is failing to generate for all branches other functions remain available but the affected report is required for daily work regards
2002089,"please check, Please improve the spacing of fields on the reporting portal form. The current form works but the layout could be cleaner. Attached are the relevant details.",Low,please check please improve the spacing of fields on the reporting portal form the current form works but the layout could be cleaner attached are the relevant details
2001021,"greetings, An integration issue is causing selected payment files to fail between the reporting portal and another service. The problem is repeatable for affected requests. Regards.",High,greetings an integration issue is causing selected payment files to fail between the reporting portal and another service the problem is repeatable for affected requests regards
2001391,An integration issue is causing selected business roles to fail between the card management system and another service. The problem is repeatable for affected requests. Thanks.,High,an integration issue is causing selected business roles to fail between the card management system and another service the problem is repeatable for affected requests thanks
2002036,"please check, The clearing module contains a spelling mistake in a non-critical label. Please correct it when convenient. Please advise.",Low,please check the clearing module contains a spelling mistake in a non critical label please correct it when convenient please advise
2002287,"please check, Please update the display text for accounts in the outward workflow service. There is no functional impact. Please advise.",Low,please check please update the display text for accounts in the outward workflow service there is no functional impact please advise
1004362,"greetings in the ph_item  ph_user  when the user search for a ph_item, the result comes in the second page not the first page. regards,",Medium,greetings in the ph_item ph_user when the user search for a ph_item the result comes in the second page not the first page regards
2000827,"greetings, A large number of payments failed after the latest processing cycle. The failures affect the operations team and need to be cleared before normal operations can resume. Attached are the relevant details.",Highest,greetings a large number of payments failed after the latest processing cycle the failures affect the operations team and need to be cleared before normal operations can resume attached are the relevant details
2001728,"dears, A user is unable to open a specific user profiles in the authentication service. Other users and functions appear to be working normally. Please advise.",Medium,dears a user is unable to open a specific user profiles in the authentication service other users and functions appear to be working normally please advise
2002458,"dears, Please remove an unused option from a dropdown in the AML screening service. Existing processing is not affected. Please advise.",Low,dears please remove an unused option from a dropdown in the aml screening service existing processing is not affected please advise
2000918,The AML screening service is returning incorrect results for customer records in production. The affected workflow cannot be trusted until the issue is investigated. Attached are the relevant details.,Highest,the aml screening service is returning incorrect results for customer records in production the affected workflow cannot be trusted until the issue is investigated attached are the relevant details
2001108,"greetings, Several customer records remain stuck in the mobile banking application after processing. Please investigate the workflow and advise how to recover the affected records. Thanks.",High,greetings several customer records remain stuck in the mobile banking application after processing please investigate the workflow and advise how to recover the affected records thanks
2000644,"greetings, A large number of payments failed after the latest processing cycle. The failures affect the operations team and need to be cleared before normal operations can resume.",Highest,greetings a large number of payments failed after the latest processing cycle the failures affect the operations team and need to be cleared before normal operations can resume
2000660,The teller application is processing approval requests incorrectly in the live environment. Several requests have reached an invalid status and require intervention before they can continue. Attached are the relevant details.,Highest,the teller application is processing approval requests incorrectly in the live environment several requests have reached an invalid status and require intervention before they can continue attached are the relevant details
2001678,"please assist, A minor workflow issue is affecting one step of the SFTP service. Users can complete the process by following an alternative step. Kindly check and update.",Medium,please assist a minor workflow issue is affecting one step of the sftp service users can complete the process by following an alternative step kindly check and update
2000397,"please assist, A critical outage is affecting the clearing module in the live environment; one user are unable to perform their normal work and queued accounts cannot be processed. Kindly check and update.",Blocker,please assist a critical outage is affecting the clearing module in the live environment one user are unable to perform their normal work and queued accounts cannot be processed kindly check and update
2001835,"dears, Please investigate why one user profiles is showing an unexpected status in the reporting portal. The issue does not affect other records.",Medium,dears please investigate why one user profiles is showing an unexpected status in the reporting portal the issue does not affect other records
2001701,we need your support: A report in the outward workflow service takes longer than expected to load for some users. Normal processing can continue while this is investigated. Thanks.,Medium,we need your support a report in the outward workflow service takes longer than expected to load for some users normal processing can continue while this is investigated thanks
2001037,"dears, The inward workflow service is showing incorrect status for some business roles. Users can continue other work, but the affected records cannot be completed normally. Thanks.",High,dears the inward workflow service is showing incorrect status for some business roles users can continue other work but the affected records cannot be completed normally thanks
2000548,"dears, Transactions are being rejected by the authentication service for one user. Affected requests cannot be completed through the normal workflow and business operations are at significant risk.",Highest,dears transactions are being rejected by the authentication service for one user affected requests cannot be completed through the normal workflow and business operations are at significant risk
1004519,"greetings any update ph_technical this agent does not appear on the list of the nearest agent , although the location ph_technical latitude ph_technical longitude ph_technical were added correctly",High,greetings any update ph_technical this agent does not appear on the list of the nearest agent although the location ph_technical latitude ph_technical longitude ph_technical were added correctly
2002137,"please check, Please improve the spacing of fields on the SFTP service form. The current form works but the layout could be cleaner. Thanks.",Low,please check please improve the spacing of fields on the sftp service form the current form works but the layout could be cleaner thanks
2002471,A non-critical tooltip in the core banking system is incorrect. Please update the wording in a future release. Attached are the relevant details.,Low,a non critical tooltip in the core banking system is incorrect please update the wording in a future release attached are the relevant details
2000213,"dears, A critical outage is affecting the mobile banking application in the test environment; one branch are unable to perform their normal work and queued certificates cannot be processed. Kindly check and update.",Blocker,dears a critical outage is affecting the mobile banking application in the test environment one branch are unable to perform their normal work and queued certificates cannot be processed kindly check and update
2000304,"dears, The clearing module is completely unavailable in the test environment; one branch cannot access it and normal business processing has stopped. Kindly check and update.",Blocker,dears the clearing module is completely unavailable in the test environment one branch cannot access it and normal business processing has stopped kindly check and update
2001065,we need your support: An integration issue is causing selected branches to fail between the mobile banking application and another service. The problem is repeatable for affected requests. Please advise.,High,we need your support an integration issue is causing selected branches to fail between the mobile banking application and another service the problem is repeatable for affected requests please advise
2000469,"please check, The core banking system became inaccessible after a service failure. Every attempted approval requests operation fails for all tellers, leaving the business process stopped.",Blocker,please check the core banking system became inaccessible after a service failure every attempted approval requests operation fails for all tellers leaving the business process stopped
2000047,"please check, The reporting portal became inaccessible after a service failure. Every attempted statements operation fails for the operations team, leaving the business process stopped.",Blocker,please check the reporting portal became inaccessible after a service failure every attempted statements operation fails for the operations team leaving the business process stopped
2001307,"dears, The approval workflow in the teller application is not behaving correctly for the customer service team. The approve action is missing or returns an error for affected records. Thanks.",High,dears the approval workflow in the teller application is not behaving correctly for the customer service team the approve action is missing or returns an error for affected records thanks
2002122,"kindly investigate, A minor formatting issue is visible in the mobile banking application report. The data and processing are correct. Regards.",Low,kindly investigate a minor formatting issue is visible in the mobile banking application report the data and processing are correct regards
2002297,"please assist, A non-critical tooltip in the internet banking portal is incorrect. Please update the wording in a future release. Regards.",Low,please assist a non critical tooltip in the internet banking portal is incorrect please update the wording in a future release regards
2001559,"please assist, A report in the outward workflow service takes longer than expected to load for some users. Normal processing can continue while this is investigated. Regards.",Medium,please assist a report in the outward workflow service takes longer than expected to load for some users normal processing can continue while this is investigated regards
