ticket_id,ticket_text,priority
1006856,"greetings as a part of migration from the cloud to on premise. we are testing the  ph_user  integration in the on-premise environment and have faced this issue as shown in the screenshot and the root cause was unknown from our side. kindly advise. regards. greetings as a part of migration from the cloud to on premise. we are testing the  ph_user  integration in the on-premise environment and have faced this issue as shown in the screenshot and the root cause was unknown from our side. kindly advise. regards. greetings we have check the issue and we couldn't find any root cause. kindly advice if you  ph_user  check with us. regards. greetings the urls have been changed in the new test environment as following: ph_link ph_link kindly advise if we can have a session to confirm the connectivity or any further investigation aside that needs to be done. regards, greetings can you please confirm the connectivity?. as we are blocked from progressing. regards, greetings kindly update. regards. greetings kindly advice to check the issue in a session, as per ph_technical the session was opened and the connection was stable. regards. greetings kindly try to telnet to ph_ip_address : ph_technical, ph_technical, ph_technical (ping). this ip is port forwarding to our cbs. the connection is already tested with ph_technical network team. please double check and confirm. regards. greetings kindly update. regards, after scanning the ph_items, the error of customer information can't be retrieved as shown in the attachment. kindly advise.",Medium
1006870,give this ticket to  ph_user we already updated the uat environment yes we can plan on any weekend. check logs,Medium
1006872,"greetings transaction with charges for the same receiver : ph_technical greetings any update please! please check why the system did not calculate charges on the receiver side for the below transaction: transaction reference: ph_technical based on the defined slice, the system should calculate charges 6% note that the charge slice was not update when the transaction occurred.",Blocker
1006882,ph_technical the body of ph_name message contains toe tags for amount ph_code,Highest
1006918,ph_technical,Low
1006956,"dears, please note that  ph_user  ph_technical dones't take ph_technical backup, please assist. best regards, ph_user",High
1006971,"greetings kindly find the attached output files from database and application server. greetings kindly see below the details of ph_name preventive maintenance to be done remotely by  ph_user    ph_user . date: wed. 15- june ph_technical confirmed by: ph_name  ph_user ​ thank you and best regards, ph_name team",Medium
1007003,the ph_item status now shows as “accepted” but ph_technical. date seems to be blank. this has to be rectified as ph_technical. date will be required for future enquiries. the below ph_item status differs in ph_technical and  ph_user . kindly advise. ph_technical in ph_technical – ph_technical request export in  ph_user - accepted.,Medium
1007010,"in attached you can find ph_technical report for ph_technical and ph_name in blocking period. greetings can you provide me between which systems you need stats? thanks greetings kindly note i checked number of sessions and was under normal (377-430) max 984. based issue must be there abnormal behaviour from ph_name to ph_technical, because after ph_technical ph_name blocking gone and sure there some thing affect ph_technical. did you checked ph_technical ph_path application logs? thanks greetings blocking not related to tcp behaviour it's related to many sessions use same records as ph_technical from ph_name to ph_technical. seem there was issue on ph_name to generate update query please check below query from ph_technical ph_technical we discussed this issue internally and impossible to related to network, please check with  ph_user  to check more. thanks greetings no such ph_technical in ph_name or ph_technical, please check it again please. thanks greetings what the purpose of this action? if tuning, already i do this daily on all databases. thanks let us wait developer feedback since we have no root cause. greetings do we have update for this ticket? thanks greetings you can close this ticket, issue didn't occurred again. thanks greetings we ph_technical to know root cause of blocking that occurred before few days on ph_technical and handled after restart ph_name service. thanks",Medium
1007026,"appreciate urgency to ensure that the service is functional post dr shifting last night. thanks greetings it happened again, appreciate joining meeting with  ph_user health check monitor job is 0% red",Highest
1007104,"greetings you can coordinate with my colleague ph_user to check this. thanks greetings we restart the service yesterday, but unfortunately the list stop downloading, we don't receive any mail and on system there is nothing for today. regards greetings we need to finalize this issue, as this the only list failed to be uploaded on system. regards greetings kindly reminder. regards kindly reminder greetings at 12:30 pm thanks greetings we now receiving failed for below lists also: ph_technical greetings today after 03:00 ph_technical greetings we're facing issue in tomcat and ph_technical , today the system was not working ,i restart it and after that the system work fine. regards greetings kindly reminder. regards dears, for several weeks this list failed and this cause less accuracy for ph_technical system, so we need fast response to solve this issue. ph_user regards greetings we can connect but you need to send webex and take control to check. regards greetings you can send the webex to ph_technical ph_user , to connect with you and check. regards attached greetings kindly inform us what the purpose for this upgrade ,so we can have the necessary approvals. regards greetings before that we need to upgrade the ph_technical tomcat to the latest so we can close vulnerability . regards greetings when we can apply it on test site , so we can test and after that apply it on production . regards greetings still the list failed. regards greetings we can't test this on production as the list still failed on test. regards greetings list uploaded as requested. regards dears, kindly your support to check attached screenshot for failed ph_name download list",Medium
1007123,"screenshot attached. greetings screenshots attached. greetings attached from archive, can see the ph_item image in archive. greetings any update please? hi  ph_user any update please? hi  ph_user any update please? greetings we can connect tomorrow at 12:30 ph_technical time, please confirm. greetings we can connect today at 12:30 ph_technical time, please confirm. hi, issue still is there, we need your help to check the clearing ph_technical greetings , any update please? greetings we can connect tomorrow at 2:00 pm time, please confirm so i can send meeting invitation greetings i am fine, please send me meeting invitation for tomorrow. greetings can you please send meeting invitation to all parties. greetings can you please update us as this ph_technical the customers. thank you team we are able to see the ph_items now. greetings can you please check this with ph_name to avoid such cases in future. user is facing an issue in one of ph_technical clearing ph_technical, she was trying to access the ph_technical and she got an error message, please check and advise ph_technical ph_technical please find the below screenshot as requested",Medium
1007129,"greetings for now let's forget about encryption and at least apply complex password. kindly provide your comments in order to change the password in ph_technical to a complex password greetings there is a an audit observation regarding the password of the ph_technical in all ph_name applications as currently the password saved in a clear text. let us plan to encrypt all the passwords. kindly advice. regards,",Medium
1007137,يرجى معالجة الثغرات على نظام ال  ph_user  بعد فحص penetration test مرفق الملف,High
1007142,"dear, attached prod app files as requested. regards",High
1007200,"greetings kindly send me a meeting , i am available till 3:00 pm today. regards, ph_user   ph_user greetings kindly send me a meeting to apply it regards, ph_user   ph_user greetings this change is applied now on sit environment, find the attachment “ ph_technical gateway - https config.png”. if you have any concern then send a meeting link on ph_technical ph_user, email thread “ re: https ph_technical gateway ” regards, ph_user   ph_user dears, we need your assistance to change ph_technical gateway url to https. regards",High
1007203,"greetings we know that bank connection mode can be changed from online to contingency via the  ph_user   ph_user . kindly advise how to manage contingency users. case: new bank opened a branch in ph_name, the bank has been added to ph_technical and synced with ph_technical. the bank want to use contingency to join ph_technical. regards.",High
1007210,greetings any update please. greetings please update us ! we can't delete customer device from customer mobile view screen. we select the device and chose delete option then we can't make approve to this step because the bulk workflow actions pick list does not open. please find the attachment. mobile number: ph_technical,Blocker
1007212,"when saving ph_name ph_item bill, then go to the saved bills list and click on the bill to pay it, the frontend calls ph_technical ph_name validate and ph_name get invoices (ph_name integration through ph_technical) instead of postpaid inquiry (ph_name integration through ph_name) ph_technical ph_technical",Blocker
1007240,"please see mr. ph_name notes in attachment as a supplement for ticket. dear ph_name we need a financial offer in terms of money and time for the migration and configuration. dear  ph_user kindly note that the administration's orientation to move dr site on cloud, please advise that the  ph_user  system applicable to work from cloud and has your system previously been running from the cloud? if yes which public cloud work on?",Medium
1007244,"dear team we moved the service to production lets monitor for some days closely together. greetings we are still getting issue for your reference ph_technical is ph_technical please check this with high priority thanks, ph_user greetings please provide fix for data mismatch at the pay side , its creating very critical issue. thanks , ph_user greetings please check it with high priority! ! since this is creating financial as well as reputational risk please give the fix urgently. greetings we are checking this and have requested some banks to use new ph_technical, we will let you know. in between please provide the fix for data mismatch at earliest basis. thanks , ph_user greetings yesterday and today also we have faced similar issue with ph_technical name mismatch , pls check greetings we have got this case with other client as well ph_technical, please need to solve this urgently. what are we planning further after enabling trigger, there are no logs generated in tomcat nor in servicee.please plan urgently for this issue. greetings we have applied this in production lets monitor for some days. thanks, ph_user greetings lets monitor for some more days. for ph_technical intact also we are checking with banks to implement new ph_technical file in their workstation which  ph_user  take some time. ph_technical name mismatch also not reported currently, lets keep this as well under verification for some days. thanks, ph_user greetings as discussed ph_technical name mismatch issue is still present there please check . sample ph_technical thanks, ph_user greetings pls find as attached. thanks, ph_user greetings please update. greetings as discussed the ph_technical name and pay name is not coming in inward master query report in test and also there is one extra section related to ph_technical ph_path name in report which is coming blank in both outward and inward report as attached in screenshot. thanks, ph_user greetings ph_user  service 1.4.8 verification in uat and implementation in production regarding wrong data mismatch and ph_technical intact issue. thanks, ph_user",Medium
1007254,"greetings what you need to check so i can prepare. regards, dears, what is the update here? the customer keep calling to withdraw his money kindly advice. greetings kindly update on this status. the customer is upset and we don't have an answer. the ph_item still not showing in any screen. regards, greetings the issue is more than a timeout.. as per my understanding if any ph_technical timed out or any errors with the ph_technical the transaction must appeared in failed transaction page. in this page the user can retry again to call the ph_technical or export the transaction for manual processing. the issue we have is we cant find the ph_item anywhere in the application. but we see it in the report and the teller cannot process the ph_item again. the current status now is the amount is debited from the ph_item account and its on hold for the beneficiary account because we did receive the final posting message. i hope its clear what the issue is. regards, greetings kindly update. dears, kindly update. dears, kindly update on this. dears, our branch processed this ph_item in onus and they are not able to find it anywhere in the application. the status is ph_technical initial posting service. they tried to find it in failed transactions page but its not there. the transaction done yesterday 26 jun i will attached the ph_item details in the attachments.",High
1007255,greetings thanks for your support. there was connection interruption in our side. now user can able to connect the applications. issue that  ph_user  isn’t reaching ph_name from ph_name also facing slowness and interruption in ph_technical. and many payments are got stuck in pay hub.,Highest
1007260,"ph_name purchase bundle (self) is failed with incorrect mobile number, the area code is sent twice ph_code",Blocker
1007261,"ph_technical ph_technical ph_technical of on of the ph_item is attached greetings i think you are not getting the issue. everyone of us know that the cycle becomes ph_technical for ph_technical edited ph_items, but the issue is that without ph_technical edit, the ph_technical of one ph_item ph_technical has been updated to ph_technical of another ph_item which is not a normal behavior by the bank. kindly check the issue severity and update us. regards, ph_user   ph_user greetings both parameters in central and bank schema have been updated. ph_sql ph_sql regards, ph_user   ph_user greetings we will apply fixes after today's business date. the issue appears today as well. ph_sql ph_sql regards, ph_user   ph_user the ph_technical package body has been deployed in production. regards, ph_user   ph_user greetings i have attached ph_technical package from production for bank schema and central, kindly to change and send the entire package. regards, ph_user   ph_user greetings we have applied in production today, lets have close monitoring. regards, ph_user   ph_user dear sir ph_path , this is for your immediate notice that while presenting two different ph_items from different banks, the pay bank is receiving same ph_item number in its inward with cycle ph_technical, this has serious flaw in the system. hence, requesting you to verify the inward page issue in serious way and update us the same at a soonest.",High
1007271,"dears, we need your kind support to delete old  ph_user  logs because its taking big size in our storage. regards.",Blocker
1007291,"greetings as discussed please check this issue as well with priority since this is creating issue with daily working of the user. greetings any update on this ticket, this is hampering daily business work, since already modified users is also again facing same issues while updating and each time need to update from ph_technical , so please help to solve this case. thanks, ph_user greetings any update on this ticket, this is hampering daily business work, since already modified users is also again facing same issues while updating and each time need to update from ph_technical , so please help to solve this case. thanks, ph_user greetings this also happening nowadays with newly created users from ui. thanks, ph_user any update? greetings any update on this? thanks , ph_user greetings we are doing manual invention for this during day one which is critical since we are disabling trigger and update the users everytime so please escalate this issue to be fixed from system itself since this case is occurring for newly created user as well with migrated users. thanks, ph_user greetings please provide any update on this , we are getting this issue on regular basis with multiple users. please check this with urgency. thanks, ph_user greetings any update on this? thanks, ph_user greetings users are facing this issue on daily basis so please check this with high priority. thanks, ph_user greetings please find attached files as per requested for issue users , its for around 3 users who faced similar issue. thanks, ph_user greetings any update on this? thanks, ph_user greetings please update we have been waiting for this issue from very begining of our migration ,and we are getting this issue daily and its coming for newly created users as well. so please expedite and provide fix for this, update the users from database manually everytime is very risky task. so please escalate this issue now with high urgency. thanks,  ph_user greetings we will test and update you shortly. thanks, ph_user greetings as we tested and checked in uat its working pls confirm to apply in live. thanks, ph_user greetings this has been applied in production , lets monitor this for some days. thank you, ph_user greetings we are not able to update users, ph_user ,role privileges and expiry date its prompts, sorry object is locked or not exists. currently we are doing manual work around by updating each user which is risky , so please help to provide fix to be working along with gui.",Medium
1007295,"dears , based on last session last week with ph_name team for test the new link , we found the same issue and from our side we sent some logs for checked by developer team and we still waiting your feedback . regards, greetings kindly find the attached file regards greetings good day as per our phone call , kindly note that we will start our activity today after the bank end day after 3:30 pm to launch the new link regards, greetings good morning kindly note the url is working fine . regards, dears kindly find the attached files. regards",Medium
1007323,"greetings we have created a new user in ph_technical  ph_user , but the user is not able to see any details for ph_technical. whenever user checks details for any ph_item all the fields are empty and check image not showing. image attached. need your support.",High
1007329,"dear's webex link: ph_link dear's we have invalid inward file ( 1 file), kindly your help ph_technical",Medium
1007343,"dears, we need update for issue and fix it asap dears, please provide with image fix to test it on uat dears, we install it and we restart the int. , what the next ph_user we add attached file for ph_technical , please check it dears, still waiting our developer please we need to find a proper solution as current integration from  ph_user  side is very slow for inward and sending ph_items one by one so it is sequential, we really need to change it by multi threading, handling the session is too slow and taking too much time to manage and most of the time we are asking for extension time from  ph_user !",Medium
1007351,greetings kindly note that i need your support to provide me with the necessary steps and procedure to stop  ph_user  dr database for one working day because we need to move the physical server to new physical location next tuesday ph_technical ph_path for more information please contact me on ph_technical regards ph_user   ph_user,High
1007369,"by end of today we will provide you with the new one dears, below are the new url's to use: android: ph_link ios: ph_link you can get the certificate from the url greetings as per our phone call none of them is working regards, ph_user . dears, kindly be noted that the ssl certificate used by  ph_user  will expire in ph_technical ph_path , please advise about the needed from your side as we will generate a new certificate taking into consideration the pinning in mobile applications",Highest
1007379,please assist us to enable ph_technical feature for all outward messages,Medium
1007408,"greetings kindly check the attachments. dear sir ph_path , this is for your information that we have observed flaw in inward ph_technical process where ph_items are replied from clearing approval on 11:29:43 am and status updated to ph_technical but the same ph_item was auto-rejected in the system by the ph_technical job despite of having grace period in reply. this has provided serious hassles and ph_technical penalty to the pay bank, hence request you to verify and provide necessary fix at an earliest. regards, ph_user   ph_user",Medium
1007417,"as part of the daily monitoring task, we have found that there are some exceptions that are occurring many times in the trace logs of the ph_technical central. i have attached few of them for your reference. we concluded that the attached error is not normal behavior, and it is an issue. requesting your kind action on the same as this is a production issue.",Highest
1007420,"greetings the schedule is attached. thanks , ph_user greetings since we dont have old system in test , only in prod which is only used as reporting purposes so we could show you the old central system but cannot do any  ph_user  in the same system. greetings we have old ph_technical in 6.52 ,schema name- ph_technical please check once. greetings yes , this is the same issue with new  ph_user  system, but this is working with old production with all ph_technical sessions. so please check we need to make this working for your info pls find the following ticket which we execute earlier. ph_link ( ph_technical ) thanks , ph_user greetings please find as attached both specs and body. thanks, ph_user greetings after the implementation of package in uat seems only weekly sessions are opening instead of regular ones and is also showing some random behaviour as today is thursday but sessions are opening for friday. screenshot attached as ph_file and ph_file thanks,  ph_user greetings please check with urgency as todays also due to holiday session not opened correctly in production. we had to do manual intervention which is very risky in live environment. thanks , ph_user greetings thank you so much for the fix, we will verify in uat and update you. thanks, ph_user greetings we are checking the same in uat and we will update you soon. thanks, ph_user greetings the ph_technical session is not opening correctly on friday for monday, it seems the flag is not working as it was working in old  ph_user . thanks , ph_user",Medium
1007426,"greetings we have attached the error message. greetings we have attached the error message. greetings this issue is appearar for some users. dears, the users are ph_technical integration error after clicking on generate under the attached page please check it urgently.",Medium
1007438,"go ahead this transaction ph_technical, ph_technical jul 4 15:54:57 had duplicated in one second to ph_technical, 2022 jul 4 15:54:58, we need to know how its duplicated, that the customer only run out one transaction ph_name",Highest
1007444,"please keep the updates any update please keep the updates here please keep the updates here confirmed dears, kindly note that we are trying to do customer mobile change number ph_technical update on uat and its not working, ph_technical to check please. regards,",High
1007473,"ph_logs greetings currently this issue is not there ,you can close this ticket if occurs later we can create new one. thanks, ph_user greetings we are facing slowness issues in downloading the report for ph_technical. pls help to check. thanks,  ph_user",Low
1007478,"greetings this case is not related with particular bank, its happening on random basis, and also there is no any log related to ph_technical locking. we can simulate in uat as well, this is happening on random basis. its appearing in random in inward section. its appearing in random in inward section. greetings yes this case is simulated in test please check with ph_technical user in ph_technical page. attached for reference. thanks , ph_user greetings the mentioned case was observed in bank's environment , in uat environment i have just simulated the case of frequent locking of ph_items. greetings lets sit at ph_technical ph_technical today. greetings please check below details for further analysis: ph_technical and user id where both opened the ph_item and ph_item lock ph_technical happened are user id in (ph_technical,ph_technical) for ph_technical. greetings we are trying to connect to bank today during issue time, we will let you know soon. greetings as connected please verify the package we can apply in prod to debug the issue further: create or replace package body ph_technical is ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql greetings we have applied the same in production, please check on urgent basis ph_sql also the ph_item locked date seems coming as future time. greetings please find following details as attached, ph_technical ph_technical table and other ph_item details and logs attached. ph_logs also attached screenshot where user not able to open ph_items. greetings any update on this? greetings please check this issue with high urgency as many users facing this issue which is causing delay in ph_item reply and hence affecting the business. thanks, ph_user greetings we will ask bank to provide the remote connection whenever issue occurs but this issue is not occurring on single banks its happening with most of the banks so again if we could add some more logs to trace this issue as last time also we had added some loggings for this issue and we had received some exception. thanks, ph_user greetings still issue exist. thanks, ph_user dear team any update on this? thanks, ph_user greetings issue still there. ph_technical thanks, ph_user greetings we are getting unusual behaviour of system, where the ph_items are getting locked itself. and due to higher frequency of ph_items getting locked its hampering the business. also, when first user has already opened the ph_item for editing and if second user is trying to open, it should get locked for second user, but its not happening, when first user is editing the ph_item and second opens it ,the ph_items getting locked and its getting disappear from first users who is actually editing it. this was working fine in old system. please check. thanks, ph_user",Medium
1007481,"greetings the ph_technical ph_items which will get presented during the weekend, will be get reply from other banks ph_path on the same day or next business day as its happening currently. regards ph_user greetings thanks for this note. for ph_technical with with ph_item date falling in the weekend but its ph_technical dates changed to non weekend days , is the system still will bring the posting dates back to the original ph_items dates . ph_technical based on the ph_name circular, can we apply the following if not yet available. 1 ph_technical dates should be defaulted to ph_item 2 ph_technical dates should not be before the ph_item date 3 ph_technical dates field should be editable the posting date should not exceed more than ph_technical days from ph_item dates . greetings can we have an update on below business concerns. regards hi, based on the recent circular received from ph_name, can you please check and advise if there is any change to be done at ph_technical side? also if the ph_technical date is falling over weekend, then we will get the funds over weekend automatically? thanks,",Medium
1007497,"dears, kindly we need your support to be available for any support required from thursday till saturday. the service for ph_technical will be turn off thursday at 03:30 pm the ph_technical service will be up and running on friday at almost 08:00 pm the testing will be on saturday at 10 am. regards",Highest
1007511,"greetings kindly find attached vulnerability and advise when we can fix this on live. regards greetings after we download the tomcat what next, as there is no test environment. regards greetings kindly provide us with downtime and rollback procedure, and we well do this next week by coordinate with you . regards greetings kindly note that we will upgrade tomcat next wednesday 21 sep , at 02:00 pm. greetings we need to reschedule the deployment until next week, i will inform you with the details. regards greetings due to data center migration we will do this upgrade next week. regards on behalf of the customer, this ticket is open to check arc vulnerability.",Medium
1007543,mobile number is sent incorrectly ph_code,Blocker
1007557,greetings ph_technical ph_user i suggest tomorrow morning at 10 am regards greetings the meeting is postponed till 1pm regards since we moved to dr the ph_items are not moving from history to archive,Medium
1007567,"dear  ph_user there is no page to change original file reference, your help please. dear  ph_user we need to solve error in fix ticket ph_technical which that the inward files didnt read still new so we can test ph_technical and ph_technical ticket. we can wait to solve the fix to test it in one shot. we need to solve issue fix for ticket ph_technical to start test. dears  ph_user there is no page in inward can change the file reference. your advice. noting that, this impossibility before install fix. dears  ph_user there is no page in inward can change the file reference. can you help me to test it? noting that, this impossibility change before install fix. confirmed dears your help please i have negative acknowledge for inward ph_item and invalid inward files ph_technical",Highest
1007574,"perfect thanks, kindly note we are not able to use ph_technical that the system is running slowly, please check, ph_name.",Blocker
1007580,"hi, as per ph_technical instruction we are trying to process the ph_items on weekends but facing following issues. please check on this urgently. outward ph_items - we are able to approve the received ph_items but entry is not sent by  ph_user  to core banking until next session date. message status ph_technical. refer attachment. inward ph_items are appearing as early items . user do not have option to release the ph_items from early items. regards ph_user",Medium
1007611,open on behalf of the customer,Medium
1007620,"greetings is the issue occurring in any specific page like ph_technical or on all the inward pages? ph_technical is occurring in all pages but mostly reported from ph_technical. if the action gets succeeded if user try for multiple times? ph_technical is not fixed sometime works refresh, logout and login. please send us one ph_technical or ph_technical. and ph_technical to check the case further . ph_technical banks reported for checking you can check with ph_name ph_technical. thanks,  ph_user greetings pls find the ph_technical greetings please find the another ph_technical for today. the  ph_user  app log is attached . thanks, ph_user greetings any update? greetings as connected and checked , pls verify to debug the issue following package can be applied on production: create or replace package body ph_technical is ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql greetings please find the logs and debug ph_technical also ph_item details attached along. thanks, ph_user greetings please find the package body attached , please share back after applying below mentioned changes : create or replace package body ph_technical ph_technical ph_technical is ph_technical ph_technical ph_technical ph_technical ph_technical ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql ph_sql greetings the package earlier shared in ticket got corrupted its showing lots of differences. pls check and confirm the attached package is fine to run in production. ph_technical thanks, ph_user yes, its already shared in text file , please check once if need to send again. greetings we have applied in production , lets check now. thanks, ph_user greetings please find log , ph_file as attached. greetings please update. greetings as connected and checked we found the issue is still there as below: ph_logs thanks, ph_user greetings please find the attached log as discussed. ph_technical thanks, ph_user greetings we have applied the same in uat but there was no invalid objects after batch package implementation , we have also completed one full cycle so please let us know if we can move this to production. thanks,  ph_user greetings we will update you on this today. thanks, ph_user attached exception is there while updating the ph_technical",Medium
1007646,"greetings kindly update the ticket with the release notes for both showing the changes and provide valid links as usual, since the ticket doesn’t have any attachments and we are not able to access the links directly to your sharepoint (provide password option). regards, ph_user   ph_user greetings a kind reminder on providing the sql scripts regarding the issue on deployment to retrieve the correct data from the central and insert it into the  ph_user   ph_user  schema. regards, ph_user   ph_user greetings kindly assign the ticket to me ph_user   ph_user  ph_version and ph_technical ph_version releases",Medium
1007666,"dear sir it has been rescheduled for next week, most probably on 27 september. by then, we shall be reviewing all the necessary impacts. i would like to request you to review from your side too including application, net work, certificate, etc. regards  ph_user dear sir yes, i have communicated in wrong ticket. how much time will it take for your ph_technical task? regards  ph_user dear sir please be kindly informed that ph_name has a scheduled ph_technical visit for ph_name which is scheduled to be on july 26 ph_path @ 14:00pm your soon confirmation for this above mention date and time is highly respected regards",Medium
1007671,greetings kindly arrange for a remote session today at ph_technical am to do the preventive maintenance . regards ph_user greetings kind reminder . regards ph_user greetings please join the below zoom meeting ph_link ph_technical regards ph_user greetings kindly arrange today to do the preventive maintenance since last wednesday we agreed to postpone it to this week . regards ph_user greetings kindly note that we will consider this ticket as resolved and close it by end of tomorrow since we don't have response form your side . regards ph_user dear sir please be kindly informed that ealb has a scheduled ph_technical visit for sig which is scheduled to be on july 27 ph_path @ 11:00am your soon confirmation for this above mention date and time is highly respected regards,Medium
1007685,dear sir please be kindly informed that ph_name has a scheduled ph_technical visit for ph_name which is scheduled to be on july/ 24 at 12:00pm your soon confirmation for this above mention date and time is highly respected regards,Medium
1007718,"greetings we have noticed a repeated scenario in  ph_name. the  ph_user  got rejected by our core system but the  ph_user  workflow continue and we sent the file to ph_name. in this case if the  ph_user  rejected, the workflow should stop. please refer to the attached files.",Medium
1007737,greetings grateful for your assistance to unlock the below highlighted user in ph_technical production environment. ph_code,Medium
1007739,"greetings any update please? greetings thanks for update, what is the issue you find out...earlier it was working ..is this at ph_name end issue? ph_technical greetings any update please as we need to processed with our testing. greetings any update please as we need to processed with our testing. greetings still we can not see the ph_items ph_technical new ph_item scanned, however we still can not see it in ph_technical, please see the attached screenshot from ph_technical and ph_technical screenshots attached, please check ph_technical any update please? greetings attached the error we got once we run the statement, please check. greetings any update please greetings any update please greetings any update please thank you dear, can you please prioritize this. we need to fix it this week greetings re-deposited a new ph_item but still can not see it in ph_technical, please refer to attached screen shot greetings re-deposited a new ph_item but still can not see it in ph_technical, please urgently check and advise greetings still we are facing some connectivity issues, can we connect tomorrow at 11:00 am ph_name time for further investigating and troubleshooting. greetings still we are facing some connectivity issues, can we connect tomorrow at 11:00 am ph_name time for further investigating and troubleshooting. greetings the connection issues is resolved now and we can see the ph_item in btcs. but we are facing issue with the onus ph_item which is rejected in ph_technical and in ph_technical showing as ph_technical pending, can you check what is the reason, i have attached images from ph_technical and ph_technical greetings can you please update us in this? greetings ph_technical status is ph_technical pending reply but our ph_technical is not getting any hit from ph_technical, can you check and advise. greetings as requested log uploaded, please check. greetings can you please update us in this. thanks greetings please help us to check this asap. greetings do we have any update on this issue please? greetings we have a project release and we want to sort it out as soon as possible, can we connect today to check the issue. greetings we can connect at 12:30 pm ph_name time, if you are ok, let me know so i can send meeting invitation for all. meeting invitation sent, please accept. ph_link greetings all logs are uploaded, please check. greetings logs are collected, but i am unable to uploaded because it is big files, i will arrange a meeting on next monday to check the logs over the zoom call dear  ph_user   ph_user all the teal will be available in the meeting today at 1:30 ph_name time, can you please arrange to attend ph_link thanks  ph_user , issue resolved, you can close the ticket . the issue is we have scanned the ph_technical ph_technical(outward clearing) and it got deposited, but we are not able to see the deposit entry in ph_technical queue, please check and advise.",Medium
